id_tm|jugador|club|clubtm|ano|foto_url|competencia|partidos_jugados|titularidades|ppp|goles|asistencias|tarjetas_amarillas|tarjeta_amarilla_roja|tarjetas_rojas|entrada_suplente|salida_suplente|penaltis_anotados|goles_en_contra|partidos_imbatido|min_por_gol|minutos_jugados|datos_disponibles|fuente|temporada|fecha_carga
325454|Franco Romero|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/325454-1721946738.jpeg?lm=1|Liga 1 Clausura|14|14|2.0|0|0|2|1|0|2|1|0|0|0|0|1138|True|Transfermarkt|2024|2026-06-30 17:50:35
908423|Leonardo Díaz|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/908423-1770126503.png?lm=1|Liga 1 Clausura|0|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|True|Transfermarkt|2024|2026-06-30 17:50:35
908423|Leonardo Díaz|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/908423-1770126503.png?lm=1|Liga 1 Apertura|7|7|2.14|0|1|2|0|0|0|3|0|0|0|0|548|True|Transfermarkt|2024|2026-06-30 17:50:35
891814|Flavio Alcedo|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/891814-1778162087.jpg?lm=1|Liga 1 Clausura|0|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|True|Transfermarkt|2024|2026-06-30 17:50:35
858609|Quembol Guadalupe|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/858609-1781829042.png?lm=1|Liga 1 Apertura|3|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|True|Transfermarkt|2024|2026-06-30 17:50:35
981819|Alejandro Pósito|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/981819-1770127442.png?lm=1|Liga 1 Clausura|17|12|2.08|0|0|3|0|0|2|5|0|0|0|0|840|True|Transfermarkt|2024|2026-06-30 17:50:35
981819|Alejandro Pósito|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/981819-1770127442.png?lm=1|Liga 1 Apertura|7|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|True|Transfermarkt|2024|2026-06-30 17:50:35
270987|Nicolás Pasquini|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/270987-1721832165.jpg?lm=1|Liga 1 Clausura|17|17|2.0|0|1|1|0|0|0|4|0|0|0|0|1477|True|Transfermarkt|2024|2026-06-30 17:50:35
270987|Nicolás Pasquini|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/270987-1721832165.jpg?lm=1|Liga 1 Apertura|15|15|2.27|1|1|4|0|0|0|1|0|0|0|1343|1343|True|Transfermarkt|2024|2026-06-30 17:50:35
333025|Nilson Loyola|Club Sporting Cristal|6889|2024|https://img.a.transfermarkt.technology/portrait/header/333025-1619974953.png?lm=1|Liga 1 Clausura|6|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|True|Transfermarkt|2024|2026-06-30 17:50:35
333025|Nilson Loyola|Club Sporting Cristal|6889|2024|https://img.a.transfermarkt.technology/portrait/header/333025-1619974953.png?lm=1|Liga 1 Apertura|10|7|1.29|0|0|1|0|0|2|4|0|0|0|0|383|True|Transfermarkt|2024|2026-06-30 17:50:35
981804|Gabriel Alfaro|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/981804-1683352039.jpg?lm=1|Liga 1 Apertura|8|3|1.67|0|0|0|0|0|1|1|0|0|0|0|142|True|Transfermarkt|2024|2026-06-30 17:50:35
248094|Leandro Sosa|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/248094-1770127671.png?lm=1|Liga 1 Clausura|16|14|2.0|1|2|1|0|0|1|9|0|0|0|1023|1023|True|Transfermarkt|2024|2026-06-30 17:50:35
248094|Leandro Sosa|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/248094-1770127671.png?lm=1|Liga 1 Apertura|7|7|2.14|1|1|0|0|0|4|2|0|0|0|339|339|True|Transfermarkt|2024|2026-06-30 17:50:35
740464|Jhilmar Lora|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/740464-1683351946.png?lm=1|Liga 1 Clausura|14|12|1.58|0|0|3|0|0|4|2|0|0|0|0|685|True|Transfermarkt|2024|2026-06-30 17:50:35
740464|Jhilmar Lora|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/740464-1683351946.png?lm=1|Liga 1 Apertura|14|14|2.57|0|1|0|0|0|0|2|0|0|0|0|1234|True|Transfermarkt|2024|2026-06-30 17:50:35
621033|Franco Medina|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/621033-1647760672.png?lm=1|Liga 1 Apertura|7|3|1.0|0|0|1|0|0|0|3|0|0|0|0|202|True|Transfermarkt|2024|2026-06-30 17:50:35
903834|Gilmar Paredes|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/903834-1721831279.png?lm=1|Liga 1 Clausura|2|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|True|Transfermarkt|2024|2026-06-30 17:50:35
582303|Jesús Pretell|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/582303-1619968467.png?lm=1|Liga 1 Clausura|16|15|1.87|0|0|2|0|0|3|10|0|0|0|0|826|True|Transfermarkt|2024|2026-06-30 17:50:35
582303|Jesús Pretell|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/582303-1619968467.png?lm=1|Liga 1 Apertura|15|14|1.79|0|0|5|0|0|7|5|0|0|0|0|625|True|Transfermarkt|2024|2026-06-30 17:50:35
520457|Gustavo Cazonatti|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/520457-1770126256.png?lm=1|Liga 1 Clausura|17|17|1.65|2|1|4|0|0|0|10|0|0|0|634|1268|True|Transfermarkt|2024|2026-06-30 17:50:35
520457|Gustavo Cazonatti|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/520457-1770126256.png?lm=1|Liga 1 Apertura|15|15|2.4|1|3|4|0|0|0|4|0|0|0|1323|1323|True|Transfermarkt|2024|2026-06-30 17:50:35
972425|Juan Sánchez|Club Sporting Cristal||2024|https://img.a.transfermarkt.technology/portrait/header/972425-1683352555.png?lm=1||0|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|False|Transfermarkt|2024|2026-06-30 17:50:35
94880|Yoshimar Yotún|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/94880-1770127970.png?lm=1|Liga 1 Clausura|0|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|True|Transfermarkt|2024|2026-06-30 17:50:35
94880|Yoshimar Yotún|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/94880-1770127970.png?lm=1|Liga 1 Apertura|8|8|2.25|3|3|1|0|0|0|6|2|0|0|207|622|True|Transfermarkt|2024|2026-06-30 17:50:35
810550|Adrián Ascues|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/810550-1721830834.jpg?lm=1|Liga 1 Clausura|9|4|1.75|0|0|1|0|0|4|0|0|0|0|0|62|True|Transfermarkt|2024|2026-06-30 17:50:35
810550|Adrián Ascues|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/810550-1721830834.jpg?lm=1|Liga 1 Apertura|13|5|0.8|0|0|0|0|0|5|0|0|0|0|0|54|True|Transfermarkt|2024|2026-06-30 17:50:35
441718|Martín Távara|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/441718-1770127809.png?lm=1|Liga 1 Clausura|17|16|1.75|1|2|3|0|0|14|1|1|0|0|544|544|True|Transfermarkt|2024|2026-06-30 17:50:35
441718|Martín Távara|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/441718-1770127809.png?lm=1|Liga 1 Apertura|16|16|1.88|1|3|4|0|0|4|7|0|0|0|1044|1044|True|Transfermarkt|2024|2026-06-30 17:50:35
662605|Diego Soto|Club Sporting Cristal|27861|2024|https://img.a.transfermarkt.technology/portrait/header/662605-1619974767.png?lm=1|Liga 1 Clausura|17|17|1.71|0|1|2|0|0|0|6|0|0|0|0|1482|True|Transfermarkt|2024|2026-06-30 17:50:35
662605|Diego Soto|Club Sporting Cristal|27861|2024|https://img.a.transfermarkt.technology/portrait/header/662605-1619974767.png?lm=1|Liga 1 Apertura|17|17|1.12|0|2|2|0|0|0|6|0|0|0|0|1447|True|Transfermarkt|2024|2026-06-30 17:50:35
1039039|Gonzalo Aguirre|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/1039039-1736795727.jpg?lm=1|Liga 1 Apertura|0|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|True|Transfermarkt|2024|2026-06-30 17:50:35
1226874|Adrián Beltrán|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/1226874-1738038180.jpg?lm=1|Liga 1 Clausura|0|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|True|Transfermarkt|2024|2026-06-30 17:50:35
1226874|Adrián Beltrán|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/1226874-1738038180.jpg?lm=1|Liga 1 Apertura|0|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|True|Transfermarkt|2024|2026-06-30 17:50:35
1118789|Ian Wisdom|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/1118789-1770127915.png?lm=1|Liga 1 Clausura|8|2|3.0|0|0|0|0|0|2|0|0|0|0|0|40|True|Transfermarkt|2024|2026-06-30 17:50:35
1118789|Ian Wisdom|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/1118789-1770127915.png?lm=1|Liga 1 Apertura|11|6|1.67|0|0|0|0|0|6|0|0|0|0|0|70|True|Transfermarkt|2024|2026-06-30 17:50:35
250055|Christofer Gonzales|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/250055-1770126788.png?lm=1|Liga 1 Clausura|12|12|2.0|2|2|2|0|0|3|7|0|0|0|406|811|True|Transfermarkt|2024|2026-06-30 17:50:35
892756|Aldair Vásquez|Club Sporting Cristal|27861|2024|https://img.a.transfermarkt.technology/portrait/header/892756-1683352408.jpg?lm=1|Liga 1 Clausura|17|15|1.53|2|0|0|0|0|13|2|0|0|0|157|313|True|Transfermarkt|2024|2026-06-30 17:50:35
892756|Aldair Vásquez|Club Sporting Cristal|27861|2024|https://img.a.transfermarkt.technology/portrait/header/892756-1683352408.jpg?lm=1|Liga 1 Apertura|13|10|1.4|0|0|0|0|0|8|2|0|0|0|0|240|True|Transfermarkt|2024|2026-06-30 17:50:35
1123590|Yamir del Valle|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/1123590-1770126435.png?lm=1|Liga 1 Apertura|1|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|True|Transfermarkt|2024|2026-06-30 17:50:35
400964|Washington Corozo|Club Sporting Cristal|4561|2024|https://img.a.transfermarkt.technology/portrait/header/400964-1718915649.jpg?lm=1|Serie A Segunda Etapa|10|10|0.8|2|1|0|0|0|6|3|0|0|0|257|513|True|Transfermarkt|2024|2026-06-30 17:50:35
400964|Washington Corozo|Club Sporting Cristal|4561|2024|https://img.a.transfermarkt.technology/portrait/header/400964-1718915649.jpg?lm=1|Serie A Primera Etapa|14|11|1.82|0|1|2|0|0|7|5|0|0|0|0|431|True|Transfermarkt|2024|2026-06-30 17:50:35
212434|Alejandro Hohberg|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/212434-1721831042.jpg?lm=1|Liga 1 Clausura|5|2|1.0|0|0|0|0|0|2|0|0|0|0|0|29|True|Transfermarkt|2024|2026-06-30 17:50:35
212434|Alejandro Hohberg|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/212434-1721831042.jpg?lm=1|Liga 1 Apertura|17|11|1.73|0|1|1|0|0|10|1|0|0|0|0|133|True|Transfermarkt|2024|2026-06-30 17:50:35
662701|Joao Grimaldo|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/662701-1742398666.png?lm=1|Liga 1 Clausura|2|2|1.5|0|0|0|0|0|0|2|0|0|0|0|162|True|Transfermarkt|2024|2026-06-30 17:50:35
662701|Joao Grimaldo|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/662701-1742398666.png?lm=1|Liga 1 Apertura|15|15|1.93|3|4|2|0|0|1|11|0|0|0|397|1191|True|Transfermarkt|2024|2026-06-30 17:50:35
866488|Jostin Alarcón|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/866488-1771422641.jpg?lm=1|Liga 1 Clausura|17|16|1.94|3|2|1|0|0|11|5|0|0|0|215|645|True|Transfermarkt|2024|2026-06-30 17:50:35
866488|Jostin Alarcón|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/866488-1771422641.jpg?lm=1|Liga 1 Apertura|13|13|2.08|1|0|1|0|0|7|4|0|0|0|641|641|True|Transfermarkt|2024|2026-06-30 17:50:35
451338|Fernando Pacheco|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/451338-1721831218.jpg?lm=1|Liga 1 Clausura|13|9|1.89|3|1|0|0|0|5|4|0|0|0|99|297|True|Transfermarkt|2024|2026-06-30 17:50:35
451338|Fernando Pacheco|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/451338-1721831218.jpg?lm=1|Liga 1 Apertura|9|7|1.43|0|0|0|0|0|7|1|0|0|0|0|61|True|Transfermarkt|2024|2026-06-30 17:50:35
1226873|Maxloren Castro|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/1226873-1770126193.png?lm=1|Liga 1 Clausura|16|13|1.69|1|3|0|0|0|6|5|0|0|0|663|663|True|Transfermarkt|2024|2026-06-30 17:50:35
1226873|Maxloren Castro|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/1226873-1770126193.png?lm=1|Liga 1 Apertura|14|8|1.5|1|1|0|0|0|6|2|0|0|0|170|170|True|Transfermarkt|2024|2026-06-30 17:50:35
597455|Santiago González|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/597455-1770126917.png?lm=1|Liga 1 Clausura|17|17|2.0|7|14|1|0|0|0|2|1|0|0|213|1494|True|Transfermarkt|2024|2026-06-30 17:50:35
597455|Santiago González|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/597455-1770126917.png?lm=1|Liga 1 Apertura|17|17|2.24|7|9|1|0|0|0|12|0|0|0|211|1474|True|Transfermarkt|2024|2026-06-30 17:50:35
325667|Luis Iberico|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/325667-1770127051.png?lm=1|Liga 1 Clausura|11|8|1.5|2|1|1|0|0|5|3|0|0|0|142|284|True|Transfermarkt|2024|2026-06-30 17:50:35
325726|Adrián Ugarriza|Club Sporting Cristal|76945|2024|https://img.a.transfermarkt.technology/portrait/header/325726-1651692369.png?lm=1|Liga 1 Clausura|17|17|1.41|6|1|2|0|0|2|10|2|0|0|206|1237|True|Transfermarkt|2024|2026-06-30 17:50:35
325726|Adrián Ugarriza|Club Sporting Cristal|76945|2024|https://img.a.transfermarkt.technology/portrait/header/325726-1651692369.png?lm=1|Liga 1 Apertura|11|8|1.75|4|0|0|0|0|3|3|1|0|0|126|503|True|Transfermarkt|2024|2026-06-30 17:50:35
82589|Írven Ávila|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/82589-1770125705.png?lm=1|Liga 1 Clausura|17|14|1.86|3|2|1|0|0|13|1|0|0|0|118|354|True|Transfermarkt|2024|2026-06-30 17:50:35
82589|Írven Ávila|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/82589-1770125705.png?lm=1|Liga 1 Apertura|17|17|1.53|2|1|1|0|0|10|6|0|0|0|328|656|True|Transfermarkt|2024|2026-06-30 17:50:35
76599|Martín Cauteruccio|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/76599-1757623234.jpeg?lm=1|Liga 1 Clausura|17|17|2.0|19|2|0|0|0|0|8|4|0|0|74|1405|True|Transfermarkt|2024|2026-06-30 17:50:35
76599|Martín Cauteruccio|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/76599-1757623234.jpeg?lm=1|Liga 1 Apertura|12|12|2.25|16|0|1|0|0|2|9|1|0|0|55|887|True|Transfermarkt|2024|2026-06-30 17:50:35
665113|Percy Liza|Club Sporting Cristal|19520|2024|https://img.a.transfermarkt.technology/portrait/header/665113-1771423502.jpg?lm=1|Liga 1 Clausura|15|15|1.27|1|3|1|0|1|11|2|0|0|0|560|560|True|Transfermarkt|2024|2026-06-30 17:50:35
665113|Percy Liza|Club Sporting Cristal|19520|2024|https://img.a.transfermarkt.technology/portrait/header/665113-1771423502.jpg?lm=1|Liga 1 Apertura|15|12|0.75|0|0|1|0|1|7|4|0|0|0|0|511|True|Transfermarkt|2024|2026-06-30 17:50:35
435046|Brenner|Club Sporting Cristal||2024|https://img.a.transfermarkt.technology/portrait/header/435046-1675042959.jpg?lm=1||0|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|False|Transfermarkt|2024|2026-06-30 17:50:35
972424|Marlon Perea|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/972424-1683352885.png?lm=1|Liga 1 Apertura|0|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|True|Transfermarkt|2024|2026-06-30 17:50:35
906400|Diego Otoya|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/906400-1770127375.png?lm=1|Liga 1 Clausura|2|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|True|Transfermarkt|2024|2026-06-30 17:50:35
906400|Diego Otoya|Club Sporting Cristal|1450|2024|https://img.a.transfermarkt.technology/portrait/header/906400-1770127375.png?lm=1|Liga 1 Apertura|11|6|1.17|1|0|0|0|0|6|0|0|0|0|31|31|True|Transfermarkt|2024|2026-06-30 17:50:35
643063|Diego Romero|Universitario de Deportes|6593|2024|https://img.a.transfermarkt.technology/portrait/header/643063-1770731016.jpg?lm=1|Liga 1 Clausura|17|7|2.0|0|0|0|0|0|0|0|0|4|3|0|630|True|Transfermarkt|2024|2026-06-30 17:50:35
643063|Diego Romero|Universitario de Deportes|6593|2024|https://img.a.transfermarkt.technology/portrait/header/643063-1770731016.jpg?lm=1|Liga 1 Apertura|15|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|True|Transfermarkt|2024|2026-06-30 17:50:35
71092|José Carvallo|Universitario de Deportes|6889|2024|https://img.a.transfermarkt.technology/portrait/header/71092-1615646402.jpg?lm=1|Liga 1 Clausura|17|15|0.67|0|0|0|0|0|0|0|0|23|4|0|1350|True|Transfermarkt|2024|2026-06-30 17:50:35
71092|José Carvallo|Universitario de Deportes|6889|2024|https://img.a.transfermarkt.technology/portrait/header/71092-1615646402.jpg?lm=1|Liga 1 Apertura|13|5|0.8|0|0|0|0|0|0|0|0|11|0|0|450|True|Transfermarkt|2024|2026-06-30 17:50:35
639452|Aamet Calderón|Universitario de Deportes|6593|2024|https://img.a.transfermarkt.technology/portrait/header/639452-1738285097.png?lm=1|Liga 1 Clausura|3|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|True|Transfermarkt|2024|2026-06-30 17:50:35
639452|Aamet Calderón|Universitario de Deportes|6593|2024|https://img.a.transfermarkt.technology/portrait/header/639452-1738285097.png?lm=1|Liga 1 Apertura|2|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|True|Transfermarkt|2024|2026-06-30 17:50:35
159772|Sebastián Britos|Universitario de Deportes|6593|2024|https://img.a.transfermarkt.technology/portrait/header/159772-1738284846.png?lm=1|Liga 1 Clausura|10|10|2.3|0|0|0|2|0|0|0|0|6|5|0|900|True|Transfermarkt|2024|2026-06-30 17:50:35
159772|Sebastián Britos|Universitario de Deportes|6593|2024|https://img.a.transfermarkt.technology/portrait/header/159772-1738284846.png?lm=1|Liga 1 Apertura|17|17|2.35|0|0|0|0|0|0|0|0|7|12|0|1530|True|Transfermarkt|2024|2026-06-30 17:50:35
1097720|Alejandro Alcalá|Universitario de Deportes||2024|https://img.a.transfermarkt.technology/portrait/header/1097720-1710947764.png?lm=1||0|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|False|Transfermarkt|2024|2026-06-30 17:50:35
1076585|Jhefferson Rodríguez|Universitario de Deportes|6593|2024|https://img.a.transfermarkt.technology/portrait/header/1076585-1770730958.jpg?lm=1|Liga 1 Clausura|4|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|True|Transfermarkt|2024|2026-06-30 17:50:35
1076585|Jhefferson Rodríguez|Universitario de Deportes|6593|2024|https://img.a.transfermarkt.technology/portrait/header/1076585-1770730958.jpg?lm=1|Liga 1 Apertura|0|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|True|Transfermarkt|2024|2026-06-30 17:50:35
347382|Gustavo Dulanto|Universitario de Deportes|6593|2024|https://img.a.transfermarkt.technology/portrait/header/347382-1771422456.jpg?lm=1|Liga 1 Clausura|17|6|2.67|0|0|0|0|0|2|0|0|0|0|0|390|True|Transfermarkt|2024|2026-06-30 17:50:35
871653|Piero Guzmán|Universitario de Deportes|6593|2024|https://img.a.transfermarkt.technology/portrait/header/871653-1778162916.jpg?lm=1|Liga 1 Apertura|5|1|3.0|0|0|0|0|0|0|0|0|0|0|0|90|True|Transfermarkt|2024|2026-06-30 17:50:35
94437|Aldo Corzo|Universitario de Deportes|6593|2024|https://img.a.transfermarkt.technology/portrait/header/94437-1770729793.jpg?lm=1|Liga 1 Clausura|14|14|2.07|1|0|3|0|0|0|1|0|0|0|1246|1246|True|Transfermarkt|2024|2026-06-30 17:50:35
94437|Aldo Corzo|Universitario de Deportes|6593|2024|https://img.a.transfermarkt.technology/portrait/header/94437-1770729793.jpg?lm=1|Liga 1 Apertura|17|16|2.25|0|0|0|0|0|0|2|0|0|0|0|1403|True|Transfermarkt|2024|2026-06-30 17:50:35
528367|Marco Saravia|Universitario de Deportes|6593|2024|https://img.a.transfermarkt.technology/portrait/header/528367-1673786239.jpg?lm=1|Liga 1 Clausura|7|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|True|Transfermarkt|2024|2026-06-30 17:50:35
528367|Marco Saravia|Universitario de Deportes|6593|2024|https://img.a.transfermarkt.technology/portrait/header/528367-1673786239.jpg?lm=1|Liga 1 Apertura|16|1|3.0|0|0|0|0|0|1|0|0|0|0|0|31|True|Transfermarkt|2024|2026-06-30 17:50:35
457058|Williams Riveros|Universitario de Deportes|6593|2024|https://img.a.transfermarkt.technology/portrait/header/457058-1770730870.jpg?lm=1|Liga 1 Clausura|17|17|2.18|3|0|2|0|0|0|1|0|0|0|508|1523|True|Transfermarkt|2024|2026-06-30 17:50:35
