ano|club|numero|jugador|posicion|fecha_nacimiento|nacionalidad|altura|pie|fecha_fichaje|valor_mercado|id_tm|slug_tm|foto_url|verein_id_tm|fuente|temporada|fecha_carga
2022|Club Alianza Lima|-|Gino Peruzzi|Lateral derecho|09/06/1992 (28)|Argentina, Italia|1,79m|Derecho|06/07/2022|1400000|138110|gino-peruzzi|https://img.a.transfermarkt.technology/portrait/header/138110-1724863952.jpg?lm=1|184|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Alianza Lima|16|Fabio Rojas|Lateral derecho|04/08/1999 (21)|Perú|1,79m|Derecho|01/01/2018|300000|501586|fabio-rojas|https://img.a.transfermarkt.technology/portrait/header/501586-1778162022.jpg?lm=1|184|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Alianza Lima|25|Oslimg Mora|Lateral derecho|02/06/1999 (21)|Perú|1,73m|Derecho|01/01/2018|300000|621026|oslimg-mora|https://img.a.transfermarkt.technology/portrait/header/621026-1771423433.jpg?lm=1|184|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Alianza Lima|6|Pablo Míguez|Pivote|19/06/1987 (33)|Uruguay, Perú|1,84m|Derecho|18/02/2021|600000|76717|pablo-miguez|https://img.a.transfermarkt.technology/portrait/header/76717-1652212012.jpg?lm=1|184|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Alianza Lima|21|Josepmir Ballón|Pivote|21/03/1988 (32)|Perú|1,81m|Derecho|01/01/2020|250000|72969|josepmir-ballon|https://img.a.transfermarkt.technology/portrait/header/72969-1652212235.jpg?lm=1|184|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Alianza Lima|27|Oswaldo Valenzuela|Pivote|20/12/2000 (20)|Perú|1,80m|Derecho|01/01/2021|250000|654298|oswaldo-valenzuela|https://img.a.transfermarkt.technology/portrait/header/654298-1652212279.jpg?lm=1|184|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Alianza Lima|17|Jairo Concha|Mediocentro|27/05/1999 (21)|Perú|1,75m|Derecho|20/02/2020|400000|490717|jairo-concha|https://img.a.transfermarkt.technology/portrait/header/490717-1770729731.jpg?lm=1|184|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Alianza Lima|8|Miguel Cornejo|Mediocentro|18/01/2000 (20)|Perú|1,70m|Derecho|01/07/2019|200000|654297|miguel-cornejo|https://img.a.transfermarkt.technology/portrait/header/654297-1652212346.jpg?lm=1|184|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Alianza Lima|14|Cristian Benavente|Mediocentro ofensivo|19/05/1994 (26)|Perú, España|1,73m|Ambidiestro|09/02/2022|3200000|232859|cristian-benavente|https://img.a.transfermarkt.technology/portrait/header/232859-1770125960.png?lm=1|184|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Alianza Lima|-|Paolo Hurtado|Mediocentro ofensivo|27/07/1990 (30)|Perú|1,75m|Derecho|09/07/2022|500000|84318|paolo-hurtado|https://img.a.transfermarkt.technology/portrait/header/84318-1706191683.jpg?lm=1|184|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Alianza Lima|7|Pablo Lavandeira|Mediocentro ofensivo|11/05/1990 (30)|Uruguay, Perú|1,72m|Derecho|09/01/2025|400000|196037|pablo-lavandeira|https://img.a.transfermarkt.technology/portrait/header/196037-1652212461.jpg?lm=1|184|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Alianza Lima|-|Luis Navea|Mediocentro ofensivo|11/05/2003 (17)|Perú|1,80m|Izquierdo|01/01/2021|-|795439|luis-navea|https://img.a.transfermarkt.technology/portrait/header/795439-1736797302.jpg?lm=1|184|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Alianza Lima|23|Edgar Benítez|Extremo izquierdo|08/11/1987 (33)|Paraguay, México|1,76m|Izquierdo|13/07/2021|250000|90147|edgar-benitez|https://img.a.transfermarkt.technology/portrait/header/90147-1652212896.jpg?lm=1|184|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Alianza Lima|18|Óscar Pinto|Extremo izquierdo|20/01/2002 (18)|Perú|1,79m|Derecho|20/02/2020|200000|662709|oscar-pinto|https://img.a.transfermarkt.technology/portrait/header/662709-1778162856.jpg?lm=1|184|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Alianza Lima|28|Mauricio Matzuda|Extremo izquierdo|05/01/2000 (20)|Perú|1,70m|Derecho|05/05/2019|100000|491563|mauricio-matzuda|https://img.a.transfermarkt.technology/portrait/header/491563-1715303807.jpg?lm=1|184|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Alianza Lima|-|Marcelo Matzuda|Extremo izquierdo|29/12/2003 (17)|Perú|1,80m|Izquierdo||-|909477|marcelo-matzuda|https://img.a.transfermarkt.technology/portrait/header/909477-1740582787.jpg?lm=1|184|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Alianza Lima|-|Jefferson Farfán|Extremo derecho|26/10/1984 (36)|Perú|||23/03/2021|500000|16649|jefferson-farfan|https://img.a.transfermarkt.technology/portrait/header/16649-1652212616.jpg?lm=1|184|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Alianza Lima|93|Arley Rodríguez|Extremo derecho|13/02/1993 (27)|Colombia|1,80m|Derecho|25/03/2021|500000|208714|arley-rodriguez|https://img.a.transfermarkt.technology/portrait/header/208714-1652212747.jpg?lm=1|184|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Alianza Lima|29|Darlin Leiton|Extremo derecho|09/05/2001 (19)|Ecuador|1,73m|Derecho|01/01/2022|300000|687627|darlin-leiton|https://img.a.transfermarkt.technology/portrait/header/687627-1776718193.jpg?lm=1|184|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Alianza Lima|9|Hernán Barcos|Delantero centro|11/04/1984 (36)|Argentina, Perú|1,87m|Derecho|01/02/2021|400000|53847|hernan-barcos|https://img.a.transfermarkt.technology/portrait/header/53847-1736795983.jpg?lm=1|184|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Alianza Lima|22|Aldair Rodríguez|Delantero centro|06/08/1994 (26)|Perú|1,86m|Derecho|03/07/2021|400000|249975|aldair-rodriguez|https://img.a.transfermarkt.technology/portrait/header/249975-1778268406.png?lm=1|184|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Alianza Lima|15|Wilmer Aguirre|Delantero centro|10/05/1983 (37)|Perú|1,70m|Derecho|09/03/2021|100000|41301|wilmer-aguirre|https://img.a.transfermarkt.technology/portrait/header/41301-1652212587.jpg?lm=1|184|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Alianza Lima|-|Sebastien Pineau|Delantero centro|20/01/2003 (17)|Perú, Francia|1,87m|Derecho||50000|795440|sebastien-pineau|https://img.a.transfermarkt.technology/portrait/header/795440-1741958698.jpeg?lm=1|184|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Alianza Lima|-|Juan Pablo Goicochea|Delantero centro|12/01/2005 (15)|Perú|1,84m|Derecho|01/01/2023|-|1029760|juan-pablo-goicochea|https://img.a.transfermarkt.technology/portrait/header/1029760-1724876489.jpg?lm=1|184|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Sporting Cristal|12|Renato Solís|Portero|28/01/1998 (22)|Perú|1,88m|Derecho|01/01/2019|400000|439069|renato-solis|https://img.a.transfermarkt.technology/portrait/header/439069-1770127602.png?lm=1|1450|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Sporting Cristal|13|Alejandro Duarte|Portero|05/04/1994 (26)|Perú, Alemania|1,82m|Derecho|13/01/2021|200000|158515|alejandro-duarte|https://img.a.transfermarkt.technology/portrait/header/158515-1776886037.jpg?lm=1|1450|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Sporting Cristal|1|Matías Córdova|Portero|06/05/2002 (18)|Perú|1,95m|Derecho|01/01/2021|50000|805148|matias-cordova|https://img.a.transfermarkt.technology/portrait/header/805148-1778162609.jpg?lm=1|1450|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Sporting Cristal|4|Gianfranco Chávez|Defensa central|10/08/1998 (22)|Perú|1,78m|Derecho|01/01/2017|600000|441727|gianfranco-chavez|https://img.a.transfermarkt.technology/portrait/header/441727-1776885913.jpg?lm=1|1450|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Sporting Cristal|5|Omar Merlo|Defensa central|12/06/1987 (33)|Argentina, Chile|1,85m|Derecho|16/01/2018|350000|56032|omar-merlo|https://img.a.transfermarkt.technology/portrait/header/56032-1619968460.png?lm=1|1450|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Sporting Cristal|3|Benjamín Villalta|Defensa central|24/07/2000 (20)|Perú|1,81m|Derecho|01/01/2020|75000|491556|benjamin-villalta|https://img.a.transfermarkt.technology/portrait/header/491556-1619968340.png?lm=1|1450|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Sporting Cristal|19|Rafael Lutiger|Defensa central|03/07/2001 (19)|Perú, Suiza|1,87m|Izquierdo|01/01/2019|75000|665112|rafael-lutiger|https://img.a.transfermarkt.technology/portrait/header/665112-1770127174.png?lm=1|1450|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Sporting Cristal|32|Leonardo Díaz|Defensa central|19/03/2004 (16)|Perú|1,85m|Izquierdo|01/01/2022|-|908423|leonardo-diaz|https://img.a.transfermarkt.technology/portrait/header/908423-1770126503.png?lm=1|1450|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Sporting Cristal|29|Nilson Loyola|Lateral izquierdo|26/10/1994 (26)|Perú|1,78m|Izquierdo|01/07/2019|400000|333025|nilson-loyola|https://img.a.transfermarkt.technology/portrait/header/333025-1619974953.png?lm=1|1450|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Sporting Cristal|18|Cristian Carbajal|Lateral izquierdo|20/09/1999 (21)|Perú|1,80m|Izquierdo|01/01/2019|300000|656061|cristian-carbajal|https://img.a.transfermarkt.technology/portrait/header/656061-1776885792.jpg?lm=1|1450|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Sporting Cristal|-|Gabriel Alfaro|Lateral izquierdo|13/06/2003 (17)|Perú|1,81m|Izquierdo|01/01/2023|-|981804|gabriel-alfaro|https://img.a.transfermarkt.technology/portrait/header/981804-1683352039.jpg?lm=1|1450|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Sporting Cristal|8|Leandro Sosa|Lateral derecho|24/06/1994 (26)|Uruguay, Perú|1,72m|Derecho|01/01/2022|450000|248094|leandro-sosa|https://img.a.transfermarkt.technology/portrait/header/248094-1770127671.png?lm=1|1450|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Sporting Cristal|2|Johan Madrid|Lateral derecho|26/11/1996 (24)|Perú|1,79m|Derecho|01/01/2016|300000|400051|johan-madrid|https://img.a.transfermarkt.technology/portrait/header/400051-1741548225.jpg?lm=1|1450|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Sporting Cristal|15|Jhilmar Lora|Lateral derecho|24/10/2000 (20)|Perú|1,75m|Derecho|01/01/2021|75000|740464|jhilmar-lora|https://img.a.transfermarkt.technology/portrait/header/740464-1683351946.png?lm=1|1450|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Sporting Cristal|6|Jesús Pretell|Pivote|26/03/1999 (21)|Perú|1,72m|Derecho|01/01/2018|300000|582303|jesus-pretell|https://img.a.transfermarkt.technology/portrait/header/582303-1619968467.png?lm=1|1450|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Sporting Cristal|16|Jesús Castillo|Pivote|11/06/2001 (19)|Perú|1,85m|Derecho|01/01/2019|200000|658848|jesus-castillo|https://img.a.transfermarkt.technology/portrait/header/658848-1770729601.jpg?lm=1|1450|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Sporting Cristal|22|Juan Sánchez|Pivote|07/02/2003 (17)|Ecuador|1,85m|Derecho|07/01/2022|-|972425|juan-sanchez|https://img.a.transfermarkt.technology/portrait/header/972425-1683352555.png?lm=1|1450|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Sporting Cristal|27|Yoshimar Yotún|Mediocentro|07/04/1990 (30)|Perú|1,71m|Izquierdo|08/03/2022|2800000|94880|yoshimar-yotun|https://img.a.transfermarkt.technology/portrait/header/94880-1770127970.png?lm=1|1450|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Sporting Cristal|25|Martín Távara|Mediocentro|25/03/1999 (21)|Perú|1,79m|Izquierdo|01/01/2016|450000|441718|martin-tavara|https://img.a.transfermarkt.technology/portrait/header/441718-1770127809.png?lm=1|1450|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Sporting Cristal|7|Horacio Calcaterra|Mediocentro|22/02/1989 (31)|Perú, Argentina|1,77m|Derecho|01/01/2013|350000|77125|horacio-calcaterra|https://img.a.transfermarkt.technology/portrait/header/77125-1770729488.jpg?lm=1|1450|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Sporting Cristal|24|Diego Soto|Mediocentro|31/08/2001 (19)|Perú|1,75m|Derecho|01/01/2021|75000|662605|diego-soto|https://img.a.transfermarkt.technology/portrait/header/662605-1619974767.png?lm=1|1450|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Sporting Cristal|17|Christofer Gonzales|Mediocentro ofensivo|12/10/1992 (28)|Perú|1,74m|Derecho|02/08/2024|600000|250055|christofer-gonzales|https://img.a.transfermarkt.technology/portrait/header/250055-1770126788.png?lm=1|1450|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Sporting Cristal|-|Diego Buonanotte|Mediocentro ofensivo|19/04/1988 (32)|Argentina, Chile|1,61m|Izquierdo|05/07/2022|550000|45646|diego-buonanotte|https://img.a.transfermarkt.technology/portrait/header/s_45646_1084_2012_10_25_1.jpg?lm=1|1450|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Sporting Cristal|21|Fernando Pacheco|Extremo izquierdo|26/06/1999 (21)|Perú|1,79m|Derecho|01/01/2022|700000|451338|fernando-pacheco|https://img.a.transfermarkt.technology/portrait/header/451338-1721831218.jpg?lm=1|1450|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Sporting Cristal|10|Alejandro Hohberg|Extremo izquierdo|20/08/1991 (29)|Perú, Uruguay|1,69m|Derecho|07/01/2021|625000|212434|alejandro-hohberg|https://img.a.transfermarkt.technology/portrait/header/212434-1721831042.jpg?lm=1|1450|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Sporting Cristal|20|Joao Grimaldo|Extremo izquierdo|20/02/2003 (17)|Perú|1,75m|Derecho|01/01/2021|-|662701|joao-grimaldo|https://img.a.transfermarkt.technology/portrait/header/662701-1742398666.png?lm=1|1450|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Sporting Cristal|11|Írven Ávila|Delantero centro|02/07/1990 (30)|Perú|1,69m|Derecho|01/01/2021|550000|82589|irven-avila|https://img.a.transfermarkt.technology/portrait/header/82589-1770125705.png?lm=1|1450|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Sporting Cristal|-|Joffré Escobar|Delantero centro|24/10/1996 (24)|Ecuador|1,80m|Derecho|08/07/2022|300000|264671|joffre-escobar|https://img.a.transfermarkt.technology/portrait/header/264671-1717084124.png?lm=1|1450|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Sporting Cristal|14|Christopher Olivares|Delantero centro|03/04/1999 (21)|Perú, Grecia|1,87m|Derecho|01/07/2017|300000|527625|christopher-olivares|https://img.a.transfermarkt.technology/portrait/header/527625-1619968712.png?lm=1|1450|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Sporting Cristal|9|John Jairo Mosquera|Delantero centro|15/01/1988 (32)|Colombia|||01/01/2022|200000|31108|john-jairo-mosquera|https://img.a.transfermarkt.technology/portrait/header/31108-1493278569.jpg?lm=1|1450|Transfermarkt|2022|2026-06-30 06:13:36
2022|Club Sporting Cristal|30|Percy Liza|Delantero centro|10/04/2000 (20)|Perú|1,85m|Derecho|01/01/2021|100000|665113|percy-liza|https://img.a.transfermarkt.technology/portrait/header/665113-1771423502.jpg?lm=1|1450|Transfermarkt|2022|2026-06-30 06:13:36
2022|Universitario de Deportes|1|José Carvallo|Portero|01/03/1986 (34)|Perú|1,80m|Derecho|01/01/2019|325000|71092|jose-carvallo|https://img.a.transfermarkt.technology/portrait/header/71092-1615646402.jpg?lm=1|6593|Transfermarkt|2022|2026-06-30 06:13:36
2022|Universitario de Deportes|12|Aamet Calderón|Portero|01/07/1998 (22)|Perú|1,85m|Derecho|01/01/2020|75000|639452|aamet-calderon|https://img.a.transfermarkt.technology/portrait/header/639452-1738285097.png?lm=1|6593|Transfermarkt|2022|2026-06-30 06:13:36
2022|Universitario de Deportes|21|Diego Romero|Portero|17/08/2001 (19)|Perú|1,89m|Derecho|01/01/2020|75000|643063|diego-romero|https://img.a.transfermarkt.technology/portrait/header/643063-1770731016.jpg?lm=1|6593|Transfermarkt|2022|2026-06-30 06:13:36
2022|Universitario de Deportes|29|Aldo Corzo|Defensa central|20/05/1989 (31)|Perú|1,75m|Derecho|01/01/2017|525000|94437|aldo-corzo|https://img.a.transfermarkt.technology/portrait/header/94437-1770729793.jpg?lm=1|6593|Transfermarkt|2022|2026-06-30 06:13:36
2022|Universitario de Deportes|4|Federico Alonso|Defensa central|04/04/1991 (29)|Uruguay|1,86m|Derecho|10/01/2020|400000|296211|federico-alonso|https://img.a.transfermarkt.technology/portrait/header/296211-1750608144.jpg?lm=1|6593|Transfermarkt|2022|2026-06-30 06:13:36
2022|Universitario de Deportes|24|Ángel Cayetano|Defensa central|08/01/1991 (29)|Uruguay|1,89m|Derecho|01/01/2022|300000|180781|angel-cayetano|https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1|6593|Transfermarkt|2022|2026-06-30 06:13:36
2022|Universitario de Deportes|8|Nelinho Quina|Defensa central|11/05/1987 (33)|Perú|1,83m|Izquierdo|01/01/2019|275000|82584|nelinho-quina|https://img.a.transfermarkt.technology/portrait/header/82584-1615646653.jpg?lm=1|6593|Transfermarkt|2022|2026-06-30 06:13:36
2022|Universitario de Deportes|-|Leonardo Rugel|Defensa central|02/06/2001 (19)|Perú|1,88m|Derecho|01/01/2021|100000|738469|leonardo-rugel|https://img.a.transfermarkt.technology/portrait/header/738469-1778268526.png?lm=1|6593|Transfermarkt|2022|2026-06-30 06:13:36
2022|Universitario de Deportes|-|Brayan Rivera|Defensa central|13/10/2003 (17)|Perú|1,78m|Derecho||-|1031608|brayan-rivera|https://img.a.transfermarkt.technology/portrait/header/1031608-1772199362.jpg?lm=1|6593|Transfermarkt|2022|2026-06-30 06:13:36
2022|Universitario de Deportes|30|Piero Guzmán|Defensa central|21/01/2000 (20)|Perú|1,93m|Derecho|01/01/2021|-|871653|piero-guzman|https://img.a.transfermarkt.technology/portrait/header/871653-1778162916.jpg?lm=1|6593|Transfermarkt|2022|2026-06-30 06:13:36
2022|Universitario de Deportes|16|Iván Santillán|Lateral izquierdo|06/05/1991 (29)|Perú|1,77m|Izquierdo|01/01/2020|425000|103817|ivan-santillan|https://img.a.transfermarkt.technology/portrait/header/103817-1615646683.jpg?lm=1|6593|Transfermarkt|2022|2026-06-30 06:13:36
2022|Universitario de Deportes|27|Nelson Cabanillas|Lateral izquierdo|08/02/2000 (20)|Perú|1,71m|Izquierdo|01/01/2020|250000|491570|nelson-cabanillas|https://img.a.transfermarkt.technology/portrait/header/491570-1615647446.jpg?lm=1|6593|Transfermarkt|2022|2026-06-30 06:13:36
2022|Universitario de Deportes|32|Roberto Villamarín|Lateral derecho|25/09/1997 (23)|Perú|1,75m|Derecho|29/01/2022|375000|447934|roberto-villamarin|https://img.a.transfermarkt.technology/portrait/header/447934-1717456778.jpeg?lm=1|6593|Transfermarkt|2022|2026-06-30 06:13:36
2022|Universitario de Deportes|15|José Zevallos|Lateral derecho|13/01/1999 (21)|Perú|1,75m|Derecho|01/07/2018|125000|621037|jose-zevallos|https://img.a.transfermarkt.technology/portrait/header/621037-1615646643.jpg?lm=1|6593|Transfermarkt|2022|2026-06-30 06:13:36
2022|Universitario de Deportes|-|Jerry Navarro|Lateral derecho|26/04/2002 (18)|Perú|1,77m|Derecho|01/01/2023|-|885263|jerry-navarro|https://img.a.transfermarkt.technology/portrait/header/885263-1778268067.png?lm=1|6593|Transfermarkt|2022|2026-06-30 06:13:36
2022|Universitario de Deportes|-|Claudio Yacob|Pivote|18/07/1987 (33)|Argentina, Italia|1,82m|Derecho|08/07/2022|800000|45330|claudio-yacob|https://img.a.transfermarkt.technology/portrait/header/45330-1541149012.JPG?lm=1|6593|Transfermarkt|2022|2026-06-30 06:13:36
2022|Universitario de Deportes|6|Armando Alfageme|Pivote|03/11/1990 (30)|Perú|1,76m|Derecho|01/01/2019|450000|135139|armando-alfageme|https://img.a.transfermarkt.technology/portrait/header/135139-1781021180.jpeg?lm=1|6593|Transfermarkt|2022|2026-06-30 06:13:36
2022|Universitario de Deportes|5|Rafael Guarderas|Pivote|12/09/1993 (27)|Perú|1,76m|Izquierdo|01/07/2019|400000|250737|rafael-guarderas|https://img.a.transfermarkt.technology/portrait/header/250737-1615647030.jpg?lm=1|6593|Transfermarkt|2022|2026-06-30 06:13:36
2022|Universitario de Deportes|23|Jorge Murrugarra|Pivote|22/03/1997 (23)|Perú|1,77m|Derecho|04/01/2021|400000|486265|jorge-murrugarra|https://img.a.transfermarkt.technology/portrait/header/486265-1770730559.jpg?lm=1|6593|Transfermarkt|2022|2026-06-30 06:13:36
2022|Universitario de Deportes|2|Alfonso Barco|Pivote|07/12/2001 (19)|Perú|1,88m|Izquierdo|01/01/2022|175000|671538|alfonso-barco|https://img.a.transfermarkt.technology/portrait/header/671538-1743017631.jpg?lm=1|6593|Transfermarkt|2022|2026-06-30 06:13:36
2022|Universitario de Deportes|-|Jordan Guivin|Mediocentro|23/02/1998 (22)|Perú|1,70m|Derecho|01/07/2022|425000|486641|jordan-guivin|https://img.a.transfermarkt.technology/portrait/header/486641-1778267750.png?lm=1|6593|Transfermarkt|2022|2026-06-30 06:13:36
2022|Universitario de Deportes|25|Gerson Barreto|Mediocentro|18/08/1995 (25)|Perú|1,72m|Derecho|04/07/2019|375000|335217|gerson-barreto|https://img.a.transfermarkt.technology/portrait/header/335217-1615647004.jpg?lm=1|6593|Transfermarkt|2022|2026-06-30 06:13:36
2022|Universitario de Deportes|-|Álvaro Rojas|Mediocentro|12/03/2005 (15)|Perú|1,74m|Derecho|01/01/2024|-|1074429|alvaro-rojas|https://img.a.transfermarkt.technology/portrait/header/1074429-1738286085.png?lm=1|6593|Transfermarkt|2022|2026-06-30 06:13:36
2022|Universitario de Deportes|46|Jorge Agüero|Mediocentro|25/07/2001 (19)|Perú|1,70m|Derecho|01/07/2022|-|874860|jorge-aguero|https://img.a.transfermarkt.technology/portrait/header/874860-1781828240.png?lm=1|6593|Transfermarkt|2022|2026-06-30 06:13:36
2022|Universitario de Deportes|10|Hernán Novick|Mediocentro ofensivo|13/12/1988 (32)|Uruguay, Polonia|1,74m|Derecho|26/01/2021|400000|138869|hernan-novick|https://img.a.transfermarkt.technology/portrait/header/138869-1720712507.jpg?lm=1|6593|Transfermarkt|2022|2026-06-30 06:13:36
2022|Universitario de Deportes|44|Rodrigo Vilca|Mediocentro ofensivo|12/03/1999 (21)|Perú, España|1,75m|Derecho|12/03/2022|200000|639763|rodrigo-vilca|https://img.a.transfermarkt.technology/portrait/header/639763-1778162980.jpg?lm=1|6593|Transfermarkt|2022|2026-06-30 06:13:36
2022|Universitario de Deportes|36|Piero Quispe|Mediocentro ofensivo|14/08/2001 (19)|Perú|1,70m|Derecho|01/01/2021|-|871655|piero-quispe|https://img.a.transfermarkt.technology/portrait/header/871655-1749663508.jpg?lm=1|6593|Transfermarkt|2022|2026-06-30 06:13:36
2022|Universitario de Deportes|17|Joao Villamarín|Extremo izquierdo|10/02/1992 (28)|Perú|1,75m|Derecho|01/01/2022|325000|250482|joao-villamarin|https://img.a.transfermarkt.technology/portrait/header/250482-1722979115.jpg?lm=1|6593|Transfermarkt|2022|2026-06-30 06:13:36
2022|Universitario de Deportes|-|José López|Extremo izquierdo|16/02/2003 (17)|Perú|1,80m|Derecho|01/01/2023|-|1071511|jose-lopez|https://img.a.transfermarkt.technology/portrait/header/1071511-1772200116.jpg?lm=1|6593|Transfermarkt|2022|2026-06-30 06:13:36
