id_tm|jugador|club|clubtm|ano|foto_url|competencia|partidos_jugados|titularidades|ppp|goles|asistencias|tarjetas_amarillas|tarjeta_amarilla_roja|tarjetas_rojas|entrada_suplente|salida_suplente|penaltis_anotados|goles_en_contra|partidos_imbatido|min_por_gol|minutos_jugados|datos_disponibles|fuente|temporada|fecha_carga
260429|Jonathan Medina|Club Alianza Lima|184|2022|https://img.a.transfermarkt.technology/portrait/header/260429-1652211881.jpg?lm=1|Liga 1 Clausura|1|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|True|Transfermarkt|2022|2026-06-30 06:13:37
260429|Jonathan Medina|Club Alianza Lima|184|2022|https://img.a.transfermarkt.technology/portrait/header/260429-1652211881.jpg?lm=1|Liga 1 Apertura|2|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|True|Transfermarkt|2022|2026-06-30 06:13:37
257991|Ángelo Campos|Club Alianza Lima|184|2022|https://img.a.transfermarkt.technology/portrait/header/257991-1777823262.jpg?lm=1|Liga 1 Clausura|12|11|2.09|0|0|0|2|1|0|0|0|8|6|0|990|True|Transfermarkt|2022|2026-06-30 06:13:37
257991|Ángelo Campos|Club Alianza Lima|184|2022|https://img.a.transfermarkt.technology/portrait/header/257991-1777823262.jpg?lm=1|Liga 1 Apertura|15|15|1.93|0|0|0|1|0|0|0|0|13|6|0|1350|True|Transfermarkt|2022|2026-06-30 06:13:37
662712|Ángel de la Cruz|Club Alianza Lima|184|2022|https://img.a.transfermarkt.technology/portrait/header/662712-1776885976.jpg?lm=1|Liga 1 Clausura|5|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|True|Transfermarkt|2022|2026-06-30 06:13:37
662712|Ángel de la Cruz|Club Alianza Lima|184|2022|https://img.a.transfermarkt.technology/portrait/header/662712-1776885976.jpg?lm=1|Liga 1 Apertura|1|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|True|Transfermarkt|2022|2026-06-30 06:13:37
654296|Franco Saravia|Club Alianza Lima|184|2022|https://img.a.transfermarkt.technology/portrait/header/654296-1677428517.jpg?lm=1|Liga 1 Clausura|18|7|2.71|0|0|0|0|0|0|0|0|2|5|0|630|True|Transfermarkt|2022|2026-06-30 06:13:37
654296|Franco Saravia|Club Alianza Lima|184|2022|https://img.a.transfermarkt.technology/portrait/header/654296-1677428517.jpg?lm=1|Liga 1 Apertura|18|3|1.33|0|0|0|0|0|0|0|0|3|1|0|270|True|Transfermarkt|2022|2026-06-30 06:13:37
480523|Aldair Fuentes|Club Alianza Lima|184|2022|https://img.a.transfermarkt.technology/portrait/header/480523-1652210462.jpg?lm=1|Liga 1 Clausura|12|9|1.22|0|0|2|0|0|7|1|0|0|0|0|203|True|Transfermarkt|2022|2026-06-30 06:13:37
480523|Aldair Fuentes|Club Alianza Lima|184|2022|https://img.a.transfermarkt.technology/portrait/header/480523-1652210462.jpg?lm=1|Liga 1 Apertura|13|9|1.56|0|0|6|0|0|5|2|0|0|0|0|454|True|Transfermarkt|2022|2026-06-30 06:13:37
582098|Jefferson Portales|Club Alianza Lima|184|2022|https://img.a.transfermarkt.technology/portrait/header/582098-1652212042.jpg?lm=1|Liga 1 Clausura|1|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|True|Transfermarkt|2022|2026-06-30 06:13:37
582098|Jefferson Portales|Club Alianza Lima|184|2022|https://img.a.transfermarkt.technology/portrait/header/582098-1652212042.jpg?lm=1|Liga 1 Apertura|12|9|2.44|0|0|3|0|0|4|1|0|0|0|0|504|True|Transfermarkt|2022|2026-06-30 06:13:37
338977|Yordi Vílchez|Club Alianza Lima|184|2022|https://img.a.transfermarkt.technology/portrait/header/338977-1778163184.jpg?lm=1|Liga 1 Clausura|16|16|2.56|0|2|8|0|0|0|2|0|0|0|0|1402|True|Transfermarkt|2022|2026-06-30 06:13:37
338977|Yordi Vílchez|Club Alianza Lima|184|2022|https://img.a.transfermarkt.technology/portrait/header/338977-1778163184.jpg?lm=1|Liga 1 Apertura|16|16|1.5|0|1|4|0|0|1|3|0|0|0|0|1255|True|Transfermarkt|2022|2026-06-30 06:13:37
